Protein.IDs,Protein.names,QGene.names,LFQ.intensity.Human_Macs_D1_M1,LFQ.intensity.Human_Macs_D1_M2,LFQ.intensity.Human_Macs_D2_M1,LFQ.intensity.Human_Macs_D2_M2,LFQ.intensity.Human_Macs_D5_M1,LFQ.intensity.Human_Macs_D5_M2,LFQ.intensity.Human_Macs_D6_M1,LFQ.intensity.Human_Macs_D7_M2
A0A087WZK6;A0A087X2C2;A0A087WZ97;Q5T7M9,Protein FAM69A,FAM69A,25.44540668,NA,NA,24.5156291,NA,NA,25.69527227,NA
Q5TBB1;A0A2R8Y7R8;A0A2R8Y6Y1;A0A2R8YGP2;A0A2R8YCJ4;A0A087WZJ6;A0A2R8Y761;A0A2R8YCX2;A0A2R8YCP1;A0A2R8YEH2;A0A2R8Y6Q6;A0A087WXR7;A0A2R8Y883;A0A2R8Y6M7;A0A2R8Y687;A0A2R8Y4S2;Q5TBB1-2;A0A2R8YE60;A0A2R8Y7Q3;A0A2R8YEC1;A0A2R8Y459;A0A2R8YEB4;A0A2R8YEU9;A0A2R8Y4Y9;A0A2R8YEQ4;A0A2R8YEK5;A0A2R8Y7A3,Ribonuclease H2 subunit B,RNASEH2B,26.33502378,26.51441055,25.09244843,26.58548844,26.16449789,26.9530483,24.75760853,26.79525928
D6RHI9;A0A087WZM2;O00584;D6REQ6;H0YAE9;A0A087WWI1;O00584-2;J3QQ64,Ribonuclease T2,RNASET2,30.2478501,32.38519932,30.58566751,31.90673586,30.22078057,32.70095188,30.23956623,32.30562994
A0A087WZN1;O43837;A0A087X2E5;O43837-2;O43837-3;A0A0D9SG66,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial;Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",IDH3B,30.10936181,30.11247228,31.53908383,30.26136491,30.48260386,30.31440871,31.07009637,29.81156527
A0A087WZQ5;E9PHX8;Q12866;H7C3L9;M0R0W6;P30530-2;P30530,Receptor protein-tyrosine kinase;Tyrosine-protein kinase Mer;Tyrosine-protein kinase receptor UFO,MERTK;AXL,NA,24.98102509,NA,24.95996091,NA,25.251331,NA,25.27188159
A0A087WZQ7;Q9H115-3;Q9H115-2;Q9H115,Beta-soluble NSF attachment protein,NAPB,NA,NA,NA,25.25064452,NA,24.33114985,NA,NA
A0A087WZT2;Q6UX53,Methyltransferase-like protein 7B,METTL7B,28.11406224,27.31475444,29.04267815,29.51936483,27.40624796,25.53055898,28.30643417,27.50096852
A0A087WZV0;O43314-2;O43314;D6RBU4;A0A087WWN8;Q6PFW1;B7WPL9;F8W9A8;Q6PFW1-4;Q6PFW1-2;Q6PFW1-3;Q6PFW1-7;Q6PFW1-5;Q6PFW1-6;H0Y9M0;D6RFG4;K7EPT7,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2,PPIP5K2,27.9276183,29.01337154,28.48527465,28.94681634,28.73669977,29.2098554,28.0513916,28.76477493
Q9Y3A5;A0A087X020;F8WE72,Ribosome maturation protein SBDS,SBDS,28.78328638,29.17255066,29.08542456,28.8628675,28.84242113,29.1975586,27.94826545,28.94949048
A0A087X043;O43424-2;O43424,"Glutamate receptor ionotropic, delta-2",GRID2,25.50509458,25.55297579,25.8676411,26.20916284,26.18270062,25.90313511,26.90311212,26.17972386
A0A087X0D5;P09668;E9PKT6;A0A3B3IRM7,Pro-cathepsin H;Cathepsin H mini chain;Cathepsin H;Cathepsin H heavy chain;Cathepsin H light chain,CTSH,32.8993352,32.92271836,32.83120872,33.52915561,32.99065949,33.29310118,33.60653319,32.54289313
A0A087X0G5;Q8IZL2,Mastermind-like protein 2,MAML2,NA,NA,24.04017666,NA,NA,NA,NA,NA
A0A087X0L7;J3KNA0;Q15070-2;Q15070;E7EVY0;C9JC63;Q15070-3,Mitochondrial inner membrane protein OXA1L,OXA1L,27.60222482,29.02258074,28.6095348,29.32528078,28.99075077,29.32830177,29.78716902,29.07201493
A0A384DVK4;A0A087X0M0;Q7Z5L2-3;Q7Z5L2-2;Q7Z5L2,Coiled-coil domain-containing protein R3HCC1L,R3HCC1L,NA,NA,NA,NA,22.81827478,22.64664923,NA,22.967386
A0A087X0M4;Q9BWU0;A0A087WWF4;H7C256,Kanadaptin,SLC4A1AP,28.25205325,28.0939599,28.0235328,28.14797493,28.20181717,28.1054955,27.85507434,28.2705723
A0A3B3ISI6;A0A087X0N2;O15243,Leptin receptor gene-related protein,LEPROT,25.71395092,26.10575524,25.2511865,26.26763768,26.27428331,26.62728406,26.53678138,25.4570424
I3L4S1;A0A087X0P9;Q96CW6,Probable RNA polymerase II nuclear localization protein SLC7A6OS,SLC7A6OS,NA,25.20966486,NA,25.07357349,24.38935983,24.90173199,24.28637332,24.84397892
A0A087X0Q9;Q9BVL4,Selenoprotein O,SELO,28.35354921,28.16466092,27.96422046,27.87841637,27.7263743,27.89585167,28.30804129,28.14899318
A0A087X0R6;Q9UMY4-2;Q9UMY4;Q9UMY4-3,Sorting nexin-12,SNX12,29.87978977,30.64452539,29.57439647,30.1894278,29.89937121,30.68227556,28.99781925,30.46333989
J3QL36;A0A087X0R7;Q9H4L4;J3QRE4;A0A087WV50;J3KSF5,Sentrin-specific protease 3,SENP3;SENP3-EIF4A1,23.17535949,24.05680637,23.76111373,24.23826828,23.98111222,23.7341754,24.25616318,23.97079472
A0A087X0S5;P12109,Collagen alpha-1(VI) chain,COL6A1,NA,26.56443294,26.52421995,27.38286212,27.6367171,27.47560567,27.68618888,27.02991654
A0A087X0T7;A6NEF3;A0A0G2JM30;H0YKK7;A6NEM1-2;A6NI86;A0A0M3HER8;A6NEY3;A0A0J9YW09;A6NEM1;J3KQ80;A0A0G2JNH6;A0A087X1J3;D6RFJ4;REV__Q96HY6;REV__A0A0A0MRX2;Q8TB68-2;Q8TB68;REV__Q96HY6-2,Putative golgin subfamily A member 6-like protein 4;Putative golgin subfamily A member 6-like protein 19;Golgin subfamily A member 6-like protein 9;Putative golgin subfamily A member 6-like protein 10;Putative golgin subfamily A member 6-like protein 3,GOLGA6L10;GOLGA6L4;GOLGA6L19;GOLGA6L9;GOLGA6L3,24.43370819,24.58365346,24.26234207,24.90136374,24.54067342,24.44392189,24.45663516,25.32199551
A0A087X0V5;P29728;F8W1C5;P29728-3,2-5-oligoadenylate synthase 2,OAS2,33.76613838,30.60734922,33.10869219,32.13503893,32.95379766,30.13919304,33.01330164,30.7876828
A0A087X0W7;A0A087WT95;P49753;G3V4F2;P49753-2;A0A2R8Y7H3,"Acyl-coenzyme A thioesterase 2, mitochondrial",ACOT2;ACOT1,31.05387891,31.29619571,32.42527394,31.9559118,31.52341813,31.45684467,32.38128469,31.29608629
A0A087X0W9;Q8N6M0;Q8N6M0-2;A0A0C4DH76,OTU domain-containing protein 6B,OTUD6B,27.19187656,27.50263857,26.8878576,27.30521678,27.10978523,27.14043694,26.49979833,26.76660837
A0A0G2JN29;A0A087X117;Q15155;A0A0G2JP90;A0A087WW46;H3BUC9;H3BPS9;I3L0Q6;H3BTW1;I3L1G6,Nodal modulator 1,NOMO1,31.31608253,31.13295739,31.9383154,31.66059444,31.67791493,31.45238366,32.60882573,31.57122582
E7EWM3;A0A087X127;Q8NF64-3;Q8NF64-2;Q8NF64;F6WR09,Zinc finger MIZ domain-containing protein 2,ZMIZ2;ZMIZ1,NA,NA,24.69008496,NA,NA,NA,NA,NA
A0A087X142;A6NMH6;A6NFQ9;F8W8I8;Q92599-2;Q92599-4;Q92599;Q92599-3;C9JV02;A0A0A0MRP8;C9J4G8,Septin-8,Sep-08,26.10339587,26.40356886,26.64443944,25.71711912,26.06204647,25.66155631,25.07622681,25.70598667
A0A087X188;Q9UBW5;Q9UBW5-3;A0A0A0MT10;Q9UBW5-2;S4R418;P49418-2;P49418;S4R3J0,Bridging integrator 2,BIN2,30.79211242,30.53908383,30.41669346,30.47063042,30.76279663,30.72403353,30.11941548,30.96890961
P54252-4;A0A2R8Y3X7;P54252-1;P54252;G3V3R7;A0A087X1A8;F5H211;D3VVH9;P54252-3;G3V4U9;G3V328;A0A0A0MS38;A0A087WXY4;C9JQV6;G3V2G1;S4R399;E9PJN5;G3V4F4;G3V526;G3V4F5;G3V5H3;G3V2G2;D3VVP3;G3V3T6;G3V3S5;G3V390;G3V4B1;D6R9I5;G3V3T0;P54252-5;G3V3A6;A0A2R8Y888,Ataxin-3,ATXN3,27.61883926,27.2780823,27.54546851,27.00645929,27.24481442,27.09032971,26.75353384,27.34840831
A0A087X1B1;Q9Y6K9;Q9Y6K9-2;A0A087X0G7;A0A087WUW6;Q9Y6K9-3;C9JN51;A0A087WV30;C9JH59;C9JCG6;A0A087X1K7,NF-kappa-B essential modulator,IKBKG,29.36093346,29.43648684,29.09546978,29.07925686,29.23279037,29.44953316,28.56931646,29.45318864
A0A087X1E4;P53365-3;P53365;P53365-2;E9PPY7;E9PRV8,Arfaptin-2,ARFIP2,26.90161692,26.40704262,26.25140324,27.06064547,27.27861407,27.04197358,26.69750106,26.97705523
A0A087X1G7;O60613;A0A3B3IT39;A0A0J9YX89;A0A087WXL0;A0A0B4J1T0;A8MZD0;O60613-2,15 kDa selenoprotein,Sep-15,29.47096005,29.73500551,29.55199003,29.90325581,29.52930457,29.70239762,30.29701616,29.79889365
A0A087X1J9;A0A0B4J2E2;Q16663,C-C motif chemokine;C-C motif chemokine 15;CCL15(22-92);CCL15(25-92);CCL15(29-92),CCL15;CCL15-CCL14,26.40608573,24.2471348,25.66258885,24.38949113,25.39538717,NA,26.85436107,25.53969769
F8WC38;A0A087X1N3;O75818-2;O75818,Ribonuclease P protein subunit p40,RPP40,23.64779128,23.66774046,24.46263806,NA,NA,23.90674016,NA,NA
A0A087X1S7;P09326;P09326-2,CD48 antigen,CD48,30.68043228,30.70577909,31.06078718,30.40831477,30.96774218,30.81886535,31.24711442,30.71644875
A0A087X1Z3;Q9UL46;H0YM70;H0YKU2;H0YLG1;H0YLD2,Proteasome activator complex subunit 2,PSME2,34.71251837,33.59612696,34.44430903,33.69726906,34.41046456,33.41349411,33.99175785,33.59812546
A0A087X256;Q2M389;Q2M389-2;F8W1W1;F8VYH7;F8VNZ5,WASH complex subunit 7,KIAA1033,31.29181212,31.51064875,31.05827304,31.52304417,31.28206582,31.73271105,30.90023536,31.49022844
E9PDU5;A0A087X295;Q9NNW5;E9PBK6;Q6PKC6;V9GZ65;C9JFP6;V9GYU1;C9K020,WD repeat-containing protein 6,WDR6,28.04827641,27.83906016,27.14150925,27.3770801,27.96878604,27.67848592,27.25340649,27.59270533
A0A087X2D5;Q9BRJ2;A0A0G2JMS5;A0A087WU62,"39S ribosomal protein L45, mitochondrial",MRPL45,28.16086808,28.19131183,28.83195239,28.22820951,28.30682526,28.15325235,29.18262485,28.24517723
A0A087X2H1;Q9ULT8;G3V4V5;H0YJP0;H0YJD4;A0A087WVU6,E3 ubiquitin-protein ligase HECTD1,HECTD1,28.47854018,28.34971634,28.00426394,28.52439931,28.54266716,28.22292348,27.65376133,28.3959101
A0A087X2I1;P62333;H0YJC0;H0YJS8;H0YJX2;H0YJE9;H0YJT1,26S protease regulatory subunit 10B,PSMC6,32.28788298,32.34154283,32.46660088,32.2822868,32.20830366,32.14606984,31.93677204,32.19964266
A0A088AWN2;Q8TBZ3-4;Q8TBZ3-5;Q8TBZ3-6;Q8TBZ3;Q8TBZ3-2;Q8TBZ3-7;H0YKE8;Q8TBZ3-8;Q8TBZ3-3,WD repeat-containing protein 20,WDR20,24.22302479,NA,23.62466518,NA,NA,24.33810524,NA,NA
A0A494C0S2;A0A090HNM7;A0A1W2PS85;R4GMW8;P28715,DNA repair protein complementing XP-G cells,ERCC5-201;BIVM-ERCC5;ERCC5,NA,22.1352709,21.90168597,22.56073865,22.32597295,NA,22.09406866,23.12661689
A0A096LNH0;Q6V1P9,Protocadherin-23,DCHS2,25.96091102,NA,NA,NA,NA,NA,NA,NA
A0A096LNH6;Q14185,Dedicator of cytokinesis protein 1,DOCK1,NA,24.55485018,24.65518174,24.69349206,24.7884049,24.49874892,24.37112522,24.64883371
A0A096LP10;Q9NP73-2;A0A096LNJ4;A0A087WX43;D6RE84;A0A087WTT9;A0A1B0GVW6;Q9NP73;A0A096LNL2;Q9NP73-3;A0A087WT15,Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13,ALG13,25.97143076,27.09888635,26.41073445,26.70041453,26.92422372,26.92013965,27.61491413,27.10699337
A0A096LP22;Q86Y79,Probable peptidyl-tRNA hydrolase,PTRH1,24.61756477,NA,NA,NA,NA,NA,NA,23.54510022
A0A096LP25;Q6ZSR9;A0A096LNZ0,Uncharacterized protein FLJ45252,AAK1,28.38603238,28.39648184,28.80298102,28.00512106,28.7976729,28.39513381,28.12203528,28.14326222
A0A096LP69;A8MQT7;P14209-2,CD99 antigen,CD99,NA,23.13124091,23.02392825,23.96181635,22.50455522,23.36693047,23.38692867,23.46051489
J3KP36;A0A0A0MR88;A0A096LPC5;Q9Y4E1-3;Q9Y4E1-2;Q9Y4E1-1;Q9Y4E1;Q9Y4E1-6;Q9Y4E1-5;A0A0A0MT65;Q5SRD0,WASH complex subunit FAM21C,FAM21C,NA,25.92206968,25.50890675,25.56810619,26.72442392,25.11676117,24.61217424,24.99739934
A0A0A0MQR2;Q9BY42;A2A2L5;A2A2L6,Protein RTF2 homolog,RTFDC1,25.76875495,26.50200114,26.55367897,27.10139338,26.75709982,26.94010924,24.9712334,26.84828405
A0A0A0MQS0;F8W9L8;E9PM57;A8MW92-2;A8MW92,PHD finger protein 20-like protein 1,PHF20L1,NA,NA,NA,23.78376721,NA,23.85756799,NA,23.86863042
F5H0Q6;A0A0A0MQS2;Q8N2M8-3;Q8N2M8;Q8N2M8-4;K7EKC9;K7EM61,CLK4-associating serine/arginine rich protein,CLASRP,24.29466954,24.32030917,24.76946137,23.89050402,24.27376772,23.92243269,24.31699961,24.12486722
U3KQC1;A0A0A0MQU0;Q9BV38;K7EIR0;K7EML4;A0A087X237;K7EKX5,WD repeat-containing protein 18,WDR18,27.71633427,27.53689992,27.29684117,27.72689396,27.49731805,28.17564693,27.81756992,27.90942088
A0A0A0MQU3;P62837;D6RFM0;D6RAH7;H9KV45;A0A087WY85;P62837-2;P61077;P61077-2;P61077-3;D6RAW0;D6RA11;A0A087WW00;C9J9H9;Q9Y2X8,Ubiquitin-conjugating enzyme E2 D2;Ubiquitin-conjugating enzyme E2 D3,UBE2D2;UBE2D3,31.61126858,31.05601303,31.03917798,31.03629835,31.28510139,31.19190009,31.07743705,31.66932292
A0A0A0MQU4;Q96I15;H7C3V9;H7C1N7;H7C4A1;H7C277;Q96I15-2;C9JNL5;F8WCL3;F8WBU3;H7C2M1,Selenocysteine lyase,SCLY,27.35581886,27.79717813,28.16648178,27.69630749,27.20163024,27.79662131,26.45324752,27.92863511
C9JP00;Q9NR56;Q9NR56-5;Q9NR56-2;A0A0A0MQX8;Q9NR56-6;Q9NR56-7;Q9NR56-4;Q9NR56-3;H7C4T5;Q5VZF2;Q5VZF2-2;Q5VZF2-3;Q86VM6;O95205;B1AKI6;Q9NUK0-2;Q9NUK0;C9J4T8;Q9NUK0-4;C9JCX1;H7C4Y1;Q9NUK0-3,Muscleblind-like protein 1;Muscleblind-like protein 2,MBNL1;MBNL2;MBLL,30.84655159,30.80023682,30.41266161,30.93733345,30.53769614,30.85541599,30.20384843,31.06939226
P43378;A0A0A0MR09;H3BQT6,Tyrosine-protein phosphatase non-receptor type 9;Protein-tyrosine-phosphatase,PTPN9,28.22223257,28.44600648,28.35211834,28.52376395,28.54554216,28.80977279,28.08739874,28.84080164
O60427;A0A0A0MR51;O60427-2;H7C2V0;H0YB97;F5H3U5;F5H3P6;F5H8G5;F5H852;F5GWE3;C9JJB3;F5H1Q7;F5GYH4;F5H5X5;F5H2H3;F5H0Y2;C9J425,Fatty acid desaturase 1,FADS1,26.86643886,28.08283886,27.51735738,28.77931499,27.00174319,27.64375162,28.00581709,27.13330044
A0A0C4DG68;A0A0A0MR59;Q8TB72-2;Q8TB72-4;Q8TB72-3;Q8TB72;H0YC97;H0YDC5,Pumilio homolog 2,PUM2,25.36629686,26.06761637,25.88557871,25.78860404,25.23834117,26.20473008,25.51719215,25.43217944
A0A0A0MR85;Q03013-2;Q03013;A6NNT0;Q03013-3;H3BQT3,Glutathione S-transferase Mu 4,GSTM4,27.60300349,27.65020419,26.75225813,25.81313531,NA,27.22775063,26.30272663,26.60498366
A0A0A0MRA3;A0A0A0MTS7;Q8WZ42-3;Q8WZ42-10;Q8WZ42-9;Q8WZ42-5;Q8WZ42-11;Q8WZ42-4;Q8WZ42-7;Q8WZ42-2;Q8WZ42;Q8WZ42-8;Q8WZ42-13;Q8WZ42-12,Titin,TTN,27.41860465,25.63245213,26.36245595,26.37031053,27.34942108,25.14300915,28.4754124,25.30629509
A0A0A0MRB5;Q8WXG6-6;Q8WXG6-8;Q8WXG6-5;Q8WXG6-4;Q8WXG6-7;Q8WXG6-3;Q8WXG6-2;Q8WXG6;F8W8U2,MAP kinase-activating death domain protein,MADD,24.89064317,24.40743167,24.50645723,24.81289058,25.13696108,24.87004257,24.19850499,25.23815892
Q12791-5;A0A1W2PNX9;A0A0A0MSE6;H0Y382;H0Y379;Q5SVK0;A0A1W2PRX6;A0A1W2PQ93;A0A1W2PP26;H0Y5Z6;A0A1W2PRG5;B7ZMF5;Q5SVJ7;A0A1W2PR56;A0A1W2PP06;A0A1W2PNW6;Q5SVK5;A0A1W2PNH9;A0A0A0MRR0;A0A1W2PNY9;A0A1W2PRB0;A0A1W2PQA0;Q5SVJ9;A0A1W2PR62;A0A1W2PPZ1;A0A1W2PRN5;A0A1W2PPX7;A0A1W2PPY5;Q12791-3;A0A1W2PRE5;Q12791-7;A0A1W2PRA7;A0A1W2PRJ1;A0A1W2PNY8;J3KQ16;S4R2X4;A0A0A0MRC3;A0A1W2PQ53;A0A1W2PQJ9;A0A1W2PPS2;A0A1W2PQ61;D5MRH1;A0A1W2PS97;A0A1W2PNQ3;A0A1W2PP94;A0A1W2PPQ3;A0A1W2PSD3;A0A1W2PQU4;A0A1W2PQK5;A0A1W2PPH9;A0A1W2PNY7;A0A1W2PNG1;Q5SVJ8;Q12791-4;Q12791-2;Q12791;A0A1W2PRV4;A0A1W2PS54;H0Y406;A0A1B0GWD4,Calcium-activated potassium channel subunit alpha-1,KCNMA1,NA,24.30765054,NA,24.30528637,NA,NA,25.64149328,NA
G3V5X4;A0A0A0MRE3;Q8WXH0;Q8WXH0-2;A0A0C4DGK3;Q8WXH0-9;Q8WXH0-8,Nesprin-2,SYNE2,27.31881047,29.86277884,28.17445684,28.82874848,28.26994841,28.42053339,28.60974614,29.20235445
A0A0A0MRE5;Q9ULH1;Q9ULH1-2;H0YBF7;H0YBM4;E5RHD7;A0A286YFG8;O43150-2;O43150;E5RFD9,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",ASAP1,30.50189867,30.55142172,30.60364027,30.32066209,30.53371066,30.33212785,30.03012709,30.62601352
A0A0A0MRE6;O94967-2;O94967;O94967-3;O94967-4;E9PR96;E9PN15;E9PNF6;E9PKZ6,WD repeat-containing protein 47,WDR47,26.42061369,26.50607884,25.90274422,25.93687872,26.39193436,26.37517522,25.50367,26.31617103
A0A0A0MRF6;Q99996-5;Q99996-3;Q99996;Q99996-1;Q99996-6;A0A0A0MRE9;H7BYL6;A0A087WX84;Q99996-4;Q6PJH3;H7BZV6;A0A2R8Y590;H0Y6Q0,A-kinase anchor protein 9,AKAP9,26.3950112,28.32130745,29.04231286,28.20457152,28.44860799,27.67633515,28.25988446,27.95460209
H7C0V9;A0A0A0MRG2;E9PG40;P05067-10;P05067-3;P05067-4;P05067-5;P05067-6;P05067-7;P05067-11;P05067-8;P05067-9;P05067,Amyloid beta A4 protein;N-APP;Soluble APP-alpha;Soluble APP-beta;C99;Beta-amyloid protein 42;Beta-amyloid protein 40;C83;P3(42);P3(40);C80;Gamma-secretase C-terminal fragment 59;Gamma-secretase C-terminal fragment 57;Gamma-secretase C-terminal fragment 50;C31,APP,NA,NA,24.60472922,24.2137118,NA,NA,24.08756061,NA
A0A0A0MRH3;Q9Y2W7-3;Q9Y2W7-2;Q9Y2W7,Calsenilin,KCNIP3,25.66971489,25.9515373,NA,NA,NA,25.12273638,NA,NA
A0A0A0MRJ2;Q5VTZ4;P18847-5;P18847;P18847-4;P18847-2;P18847-3,Cyclic AMP-dependent transcription factor ATF-3,ATF3,NA,NA,22.47293472,22.2223763,23.93183905,NA,27.36861316,NA
A0A0A0MRM9;Q14978;Q14978-3;Q14978-2;S4R402;S4R341;S4R349,Nucleolar and coiled-body phosphoprotein 1,NOLC1,27.43642727,28.33219188,27.96763226,28.4342015,27.53541742,28.15460491,27.97519742,28.43368432
E9PSD7;A0A0A0MRR5;Q96BW1-3;Q96BW1;A0A494C0H3,Uracil phosphoribosyltransferase homolog,UPRT,NA,25.7242938,NA,25.43074476,25.41928,25.3231301,24.77525098,25.62522279
P09234;A0A0A0MRR7;Q5TAL2,U1 small nuclear ribonucleoprotein C,SNRPC,30.36588404,30.19812089,30.23455014,30.19225293,30.11892064,29.96057966,30.36223019,29.68083465
Q8IZP0-9;Q8IZP0-4;Q8IZP0;Q8IZP0-6;Q8IZP0-5;Q8IZP0-3;A0A0A0MRT6;Q8IZP0-2;Q8IZP0-7;B6VEX4;Q8IZP0-8;Q8IZP0-12;Q8IZP0-10;Q8IZP0-11;E9PEZ7;F8WAL6;A0A0C4DG21;E7EP65;Q9NYB9;Q9NYB9-4;E7EW77;Q9NYB9-2;B7Z836;Q9NYB9-3;H0Y6B5,Abl interactor 1,ABI1,31.9904059,32.28857066,32.21723087,32.22518391,32.28421897,32.39534835,31.84385915,32.28096039
A0A0A0MRW1;A0A0A0MRV9;Q5T586;A0A0A0MRW2;Q5T593;A0A0A0MRW0;A0A0A0MRW3;Q8IW50-3;Q8IW50-7;Q8IW50-2;Q8IW50-5;Q8IW50-6;Q8IW50-4;Q8IW50,Protein FAM219A,FAM219A,NA,NA,21.88747648,NA,22.48487992,NA,22.19823519,NA
A0A0A0MRW6;Q9H6R4-2;Q9H6R4-4;Q9H6R4;Q9H6R4-3,Nucleolar protein 6,NOL6,24.88427488,26.25889665,24.29494994,27.20964627,25.86384239,25.9885422,26.72273146,26.51365785
A0A0A0MRY2;B0QZE2;B7Z2J6;E7ENI9;J3QKD2;Q15326-4;Q15326-5;Q15326-2;Q15326-6;Q15326-3;Q15326,Zinc finger MYND domain-containing protein 11,ZMYND11,NA,NA,22.60788112,NA,NA,NA,NA,NA
A0A0A0MS41;Q9BWM7;A0A1P0AYU5;S4R3N9,Sideroflexin;Sideroflexin-3,SFXN3,31.7959095,31.99141998,32.39649715,32.06422895,32.14236165,32.28705732,33.00222623,31.89015753
A0A0A0MS45;J3KNI1;Q9H9E3;Q9H9E3-3;Q9H9E3-2;J3KRB5;H3BMV9;H3BSD2;J3QLW1;E9PRT5;H3BQB2,Conserved oligomeric Golgi complex subunit 4,COG4,28.09340588,27.9530483,28.01414344,27.95160399,28.10654417,27.81683787,27.82329153,27.97814694
A0A0A0MS51;A0A0A0MT01;P06396-4;P06396;CON__Q3SX14;Q5T0H8;REV__H0YJM7;REV__Q6TDU7-4;REV__Q6TDU7-2;REV__Q6TDU7-3;REV__Q6TDU7;REV__F8W8F9,Gelsolin,GSN,NA,25.53433423,NA,25.66519407,NA,NA,NA,25.45136206
A0A0A0MS70;H0Y4G9;Q99836-5;Q99836;Q99836-6;A0A0A0MSI9;Q99836-2;A0A494C0J8;A0A3F2YP85;Q99836-3;A0A3B3ITY3;Q99836-4,Myeloid differentiation primary response protein MyD88,MYD88,28.99501758,28.43205197,28.5810044,28.4710376,28.79405096,28.32246836,28.19596425,28.16724777
Q5JVA3;E9PQ64;K9N2Q6;K9N163;K9N1J3;K9N2S2;A0A0A0MS77;E7ETI1;Q13261-5;Q13261-10;Q13261-3;Q13261-4;Q13261;H0YD11;Q13261-6;Q13261-7;Q13261-9;Q13261-8;H0Y6E8,Interleukin-15 receptor subunit alpha;Soluble interleukin-15 receptor subunit alpha,IL15RA;il15ra,25.91750156,NA,27.11862366,NA,26.17504725,NA,26.80069969,NA
A0A0A0MS90;Q9UIS9-4;Q9UIS9-11;Q9UIS9-8;Q9UIS9-7;Q9UIS9-5;Q9UIS9-10;Q9UIS9;Q9UIS9-9;Q9UIS9-6;Q9UIS9-2;Q9UIS9-12;K7EN65;K7EPZ6;K7EMA9,Methyl-CpG-binding domain protein 1,MBD1,24.40885733,24.06882616,24.81972732,24.39584475,24.7838671,24.61408569,25.32416076,25.20168632
A0A0A0MSA9;A0A0C4DG49;P15151-3;P15151-2;P15151-4;P15151,Poliovirus receptor,PVR,29.465852,27.28586204,28.91125098,26.84696996,27.95787068,27.06845718,28.22953946,27.00485326
A0A0A0MSB8;Q9UPT5-5;Q9UPT5-6;Q9UPT5;Q9UPT5-2;Q9UPT5-1;B4DJ07;A0A0A0MRE1;Q9UPT5-4;B5MCY9;K7ERQ5;C9JME6;C9JKC2,Exocyst complex component 7,EXOC7,29.87970215,29.99185919,29.76376238,29.83662457,30.01092001,29.98467991,29.80687253,29.60146344
A0A0A0MSE9;B7WPA5;Q96CS7-5;Q96CS7-3;Q96CS7;Q96CS7-6;Q96CS7-2;A0A0A0MSI4;Q96CS7-4,Pleckstrin homology domain-containing family B member 2,PLEKHB2,NA,25.32940575,NA,25.08970359,NA,25.17439969,NA,25.56042963
B3KPJ4;A0A0A0MSI2;Q8IXK0-2;Q8IXK0-4;Q8IXK0;Q8IXK0-5,Polyhomeotic-like protein 2,PHC2,NA,NA,NA,NA,NA,NA,NA,23.71931445
A0A0A0MSI6;B7Z1P2;Q9H4M3-2;Q9H4M3,F-box only protein 44,FBXO44,NA,NA,NA,NA,NA,NA,NA,24.74868014
A0A0A0MSJ9;Q15283-2;Q15283;D6RBA9,Ras GTPase-activating protein 2,RASA2,27.07744978,27.18763569,27.22435032,27.29158161,27.0820267,27.1191186,26.24805829,27.06013006
A0A0A0MSK2;M0QYU6;M0R2T5;M0R022;P0DJ07,"Protein PET100 homolog, mitochondrial",PET100,NA,NA,23.9604029,NA,NA,NA,23.72077614,NA
A0A0A0MSQ0;P13797-3;P13797-2;P13797;H7C4N2;C9JAM8,Plastin-3,PLS3,NA,NA,NA,NA,NA,NA,NA,NA
S4R3Z2;A0A0A0MSS8;P42330;P42330-2;S4R3D5;P17516,Aldo-keto reductase family 1 member C3,AKR1C3,26.22993362,NA,27.1773114,25.80503729,27.986851,26.64375162,26.95925345,26.15722911
A0A0A0MSU2;A0A1C7CYX1;Q6PJG2;H7C1L3,ELM2 and SANT domain-containing protein 1,ELMSAN1,24.47568297,NA,24.36559624,24.20873506,23.59479932,24.6440543,NA,24.88040299
A0A0G2JKZ1;A0A0A0MSV9;O15533;O15533-3;A2AB90;A0A0G2JH37;O15533-2;A0A0A0MT98;O15533-4;Q6P1N7;C9JA35;A0A140T9B2;A0A0G2JJI5,Tapasin,TAPBP,33.21048259,31.63330821,33.1287699,32.26667974,33.57880212,31.99381713,34.34182115,32.07956841
H3BP77;A0A0A0MSY7;O00142-2;O00142-4;O00142;O00142-6;O00142-5;O00142-3;J3KS73;J3QRP0;J3QL12,"Thymidine kinase 2, mitochondrial",TK2,26.32008533,26.81714293,25.98331043,27.11773234,26.44635362,27.04999059,26.67653692,27.12238094
A0A0G2JP84;A0A0A0MSZ8;A8MUE1;A0A0G2JNA7;A0A0G2JPI0;A0A0A0MQW7,,LILRB4,26.14160669,26.68979178,27.30617339,26.73363251,27.16192531,26.56112919,28.95770466,NA
