Table S4: Log2 LFQ data of proteomes of resting and activated CD8+ T cells. Related to Figure 5A.,,,,,,,,,,,,,,,,,,,,,
Protein.IDs,Protein.names,Gene.names,LFQ.intensity.CD8TCellnaive_01,LFQ.intensity.CD8TCellnaive_03,LFQ.intensity.CD8TCellnaive_04,LFQ.intensity.CD8TCellnaive_05,LFQ.intensity.Naive_T013_CD8_12h,LFQ.intensity.Naive_T016_CD8_12h,LFQ.intensity.Naive_T017_CD8_12h,LFQ.intensity.Naive_T013_CD8_24h,LFQ.intensity.Naive_T014_CD8_24h,LFQ.intensity.Naive_T015_CD8_24h,LFQ.intensity.Naive_T009_CD8_48h,LFQ.intensity.Naive_T013_CD8_48h,LFQ.intensity.Naive_T016_CD8_48h,LFQ.intensity.Naive_T015_CD8_72h,LFQ.intensity.Naive_T016_CD8_72h,LFQ.intensity.Naive_T017_CD8_72h,LFQ.intensity.Naive_T008_CD8_96h,LFQ.intensity.Naive_T016_CD8_96h,LFQ.intensity.Naive_T017_CD8_96h
Q8WTT2;A6NJZ9;F5H677,Nucleolar complex protein 3 homolog,NOC3L,28.09486602,28.9865798,28.66841018,28.22435032,27.83893998,27.89971694,28.13565058,27.91319293,27.80106988,28.65543426,27.21918861,28.659455,27.6349877,22.40075126,27.85513376,22.42439596,26.28406228,27.50339704,22.89302521
A6NK58,"Putative lipoyltransferase 2, mitochondrial",LIPT2,23.37477736,23.07439041,23.24283916,23.77102433,23.53966812,23.79282921,NA,23.33265287,NA,23.60523805,NA,23.33538163,23.2300656,NA,NA,NA,NA,NA,NA
A6NKD9;G3V4C8;H0YJY5;H0YJE0,Coiled-coil domain-containing protein 85C,CCDC85C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.22298058,NA,NA
A6NKT7;J3KNE0;H7BZ48,RanBP2-like and GRIP domain-containing protein 3,RGPD3,25.19411448,26.17873657,26.37754351,25.06956384,26.11010396,25.31271348,25.89866799,26.07861064,26.79909443,26.48853437,24.68485219,26.49526059,25.49298636,25.42726373,25.88606735,24.75455359,25.18116561,25.72340868,24.94024369
A6NKV8;D6RJF2;D6RJ02;D6RD97,Polyadenylate-binding protein-interacting protein 1,PAIP1,21.96677017,22.02096502,21.67413536,22.42680322,NA,NA,21.09474524,21.20597934,20.86951553,NA,NA,NA,21.29316851,21.31534197,21.78436646,NA,NA,NA,NA
P51606;A6NKZ2;H7C1A7;P51606-2,N-acylglucosamine 2-epimerase,RENBP,NA,NA,NA,NA,26.20592342,NA,25.65288654,26.28065072,25.58118403,NA,NA,26.3507872,26.24660942,26.38058512,26.36355918,26.2465913,NA,25.8438352,25.84541539
A6NL28-2;A6NL28,Putative tropomyosin alpha-3 chain-like protein,,NA,NA,NA,NA,23.25349666,23.5020315,23.00903377,23.03937359,23.36559624,23.28220725,22.40978972,25.89240459,24.04143056,NA,23.33333554,NA,NA,NA,NA
A6NLH6;Q9P003,Protein cornichon homolog 4,CNIH4,25.79731421,26.14868293,26.60583147,26.60172908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9C035;A6NLP3;Q9C035-6;Q9C035-5;Q9C035-4;F8W6N8;Q9C035-3;Q9C035-2;E7EQQ5;C9JWN8;H7C134,Tripartite motif-containing protein 5,TRIM5,24.12234144,NA,NA,23.55039452,23.55344462,23.82337657,23.3877176,24.4403775,23.74796348,24.32889238,23.7004939,24.74329647,24.53765541,23.67022834,24.45349873,22.58714938,24.03010603,24.63150881,24.37994096
P22307;A6NM69;C9JC79;P22307-4;E1B6W5;P22307-2;H0YF61;P22307-3;E9PLD1;H0YCB0,Non-specific lipid-transfer protein,SCP2,29.08375199,29.23471001,29.00343311,29.10206953,27.92552592,28.67026886,28.10104266,28.59423694,28.57405355,28.17802416,28.59800563,28.84911967,29.27601984,29.50134824,28.73757033,29.65471753,29.3058256,28.68558752,29.67924128
P60033;E9PJK1;E9PRJ8;H0YDL9;H0YDJ9;E9PIF1;A6NMH8;E9PM31;H0YEE2,CD81 antigen,CD81,25.80013188,25.30469473,24.72899665,24.76749264,25.71730219,24.8954588,25.26720903,26.91353536,25.92234195,26.76179854,26.00727233,26.99980943,26.02780934,NA,26.32392034,25.00825592,25.85861167,26.77115031,26.54011172
Q9H0C5;A6NMI8,BTB/POZ domain-containing protein 1,BTBD1,NA,20.28940205,NA,23.4113165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O60879;O60879-2;A6NML8;O60879-3;C9J6U3;K4DI95,Protein diaphanous homolog 2,DIAPH2,NA,NA,NA,NA,22.31271348,NA,NA,22.23634243,22.31570129,24.65943458,NA,NA,24.56767112,23.91031334,NA,26.63713184,NA,21.80939133,21.80230809
P09884;A6NMQ1,DNA polymerase alpha catalytic subunit;DNA polymerase,POLA1,NA,22.39819569,24.0229299,NA,24.38159206,24.20284483,21.91119154,24.53984557,24.80390486,26.51927859,27.89400191,27.9129646,28.31241921,27.60583147,28.94926782,25.65086155,27.62610058,29.34310074,26.8919181
O43768;O43768-2;O43768-9;O43768-3;O43768-4;A6NMQ3;C9JUF4;Q5T5H1;O43768-6;O43768-5;D6RE62;O43768-7;O43768-8,Alpha-endosulfine,ENSA,28.54011911,28.83171083,28.32663137,29.17090455,28.68086818,28.77649398,28.50260063,28.47869446,28.62107741,28.17678849,28.57510012,28.58441354,28.60250802,29.19561232,28.14909012,29.37521666,28.93929668,27.95587717,28.99509848
Q5VXH4;Q5TYX0;A6NMV5;Q5VWM5;O60810;O60813;H0Y7S4,PRAME family member 6;PRAME family member 5;PRAME family member 23;PRAME family member 9/15;PRAME family member 4;PRAME family member 11,PRAMEF6;PRAMEF5;PRAMEF23;PRAMEF9;PRAMEF4;PRAMEF11;LOC645359,NA,NA,NA,NA,23.26198355,NA,22.20866065,NA,NA,22.1155949,22.92533349,NA,21.39121002,NA,21.58371084,NA,22.73465092,22.07005541,NA
A6NN80;E5RK69;E5RK63;E5RJF5;E5RFF0;E5RI05;E5RJR0;E5RIU8;H0YC77,Annexin,ANXA6,26.33914226,27.13662868,25.40999036,26.61596655,25.93494593,26.36198767,26.5652468,26.23257083,25.64556675,26.88762522,25.12786086,25.80779081,25.89034166,25.45142494,26.40736684,24.98106865,25.33980489,26.32404056,24.77700844
P21926;A6NNI4;G8JLH6;F5GXT1,CD9 antigen,CD9,NA,24.4592645,24.55326883,24.39008182,24.98758843,25.07214275,23.58175869,25.89196444,25.24818499,25.52969553,26.45665083,25.65782761,25.61851724,24.04476897,25.76734109,23.86919545,23.94842142,25.39218009,23.87820587
Q15257;Q15257-2;A6PVN5;Q15257-3;B4DZF8;Q5T949;Q5T948;Q15257-4;A6PVN9;Q68CR8;A6PVN6;A6PVN8;C9IZ76;B7ZBQ0;A6PVN7;B7ZBP9;B7ZBP7;B4DDQ6;H0Y6E5,Serine/threonine-protein phosphatase 2A activator,PPP2R4;DKFZp781M17165,29.30728139,29.07004517,29.18914499,29.58493318,29.68899192,29.64218562,29.64521284,29.54684875,29.6292312,29.55780691,29.17588483,29.01486173,29.14323789,28.30786764,29.35607082,28.44533564,28.92121852,29.08057891,28.90006257
Q99755;Q99755-4;Q99755-3;A6PW57;Q99755-2,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha,PIP5K1A,24.27852546,24.47735165,24.41422328,24.35702787,24.40034736,24.48179204,24.25010234,24.76476228,24.53670728,25.11310848,24.94037812,25.23304647,24.48049834,23.40535548,24.14895441,NA,24.92479004,23.99472633,23.05422472
A6QL63;A6QL63-2;A6QL63-3;A6QL63-5;C9JV03;A6QL63-4;H0YHR1,Ankyrin repeat and BTB/POZ domain-containing protein BTBD11,BTBD11,24.32182353,24.46787019,24.73329633,24.35595324,24.30096525,24.50657829,24.00161436,23.93445108,24.72837395,24.85314772,24.33653979,24.35211834,25.3318674,NA,24.51526816,NA,22.91066103,24.42271618,22.72163159
Q9H633;Q9H633-3;Q9H633-4;B0S836;Q9H633-2;A6ZJ12,Ribonuclease P protein subunit p21,RPP21;TRIM39R,NA,NA,NA,NA,NA,21.65346615,NA,22.65453726,22.54825561,22.84312594,NA,22.44606961,22.58182764,22.81268498,22.90974589,23.06923603,NA,NA,NA
A6ZKI3;Q17RB0,Protein FAM127A;Protein FAM127C,FAM127A;FAM127C,NA,NA,NA,NA,21.86793325,21.68393182,NA,22.504337,21.94966858,23.00386306,21.91122812,21.94760127,22.46430942,22.31301808,NA,22.67613873,23.11034694,NA,23.37636813
A7E2V4;H7C453;A7E2V4-5;A7E2V4-3;A7E2V4-4;A7E2V4-2;H7BZW8;H7C214;H0YCW2;H7BZ52,Zinc finger SWIM domain-containing protein 8,ZSWIM8,20.43979437,20.52458762,20.43206472,21.48315841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9ULV4;A7MAP0;A7MAP1;B4E3S0;F8W1H8;F8VUX3;F8VSA4;F8VRE9;H0YHL7;F8VTT6;F8VVB7;F8VV53,Coronin-1C;Coronin,CORO1C,24.11107962,23.77494949,23.96648855,24.65206594,24.96450692,23.92279561,23.84086166,24.53041015,25.16537995,25.44887576,26.58003401,25.56101262,25.95386979,25.44490139,26.85602481,25.88869383,28.15392879,27.58956577,27.77014222
P35241;A7YIJ8;F5H1A7;P35241-3;H0YE16;P35241-2;E9PKN5,Radixin,RDX,NA,NA,NA,NA,NA,23.26728048,22.45548175,NA,23.37026064,21.99417386,25.34539956,23.8347997,23.48480618,25.49658685,25.19876725,24.03212579,28.10204449,25.95451334,25.21319264
A8CG34;A8CG34-2;A6NF01;C9JFL1;Q6PJE2;Q6PJE2-5;C9JER0;C9J370;A8MY32,Nuclear envelope pore membrane protein POM 121C,POM121C,24.64823029,25.49359725,24.66291476,24.81019583,24.81802117,24.34475643,24.41834729,24.84023739,24.72816632,24.4688025,NA,25.25814187,24.37597061,24.92315844,24.61582627,24.04051114,NA,24.68447769,23.65981563
Q9Y6M4;Q9Y6M4-3;A8K040;Q9Y6M4-2;B4DSH2;K7ESB6;E7EVD0;H0YBN6;K7EP38;K7EJC0,Casein kinase I isoform gamma-3,CSNK1G3;CSNK1G2,24.79421832,25.42876576,25.0333867,24.48283848,24.80656221,24.16384558,23.82376528,24.87403616,25.15294302,24.18306045,23.40820948,24.27653906,24.19257276,NA,24.26956503,22.6918321,22.94715534,23.9262388,22.8836598
Q8IWT0;A8K0B5;Q8IWT0-2;H7C3R6,Protein archease,ZBTB8OS,22.90897673,NA,NA,23.87652069,23.96004932,23.86627377,24.38284563,24.13969561,24.52587824,24.86107554,23.67476037,24.45888918,24.78621259,24.54621953,24.40015189,24.7187398,24.55713131,24.06775996,24.39027866
Q9Y6D0;A8K0M9;F8WAX7,Selenoprotein K,SELK,21.46881493,21.47704278,21.79709153,20.39162959,21.84907671,21.64566019,21.27087701,21.67925672,21.10642236,21.36751713,22.49030151,22.41918354,21.64332776,21.26836609,21.18676714,21.74890531,21.6739629,22.17979978,21.82092529
A8K7Q2,,HSPA8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.31196556,NA,NA,NA
Q8N587;B4E2Q8;A8KAD9;C9IZJ4,Zinc finger protein 561,ZNF561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.03204169,NA,NA,NA,NA,NA,NA
Q03060-6;A8MPQ2;Q03060-26;C9IYZ7;Q03060-21;C9JK96;E9PHM1;G5E998;E9PAR2;Q03060-23;Q03060-9;Q03060-24;Q03060-8;C9IYM9;Q03060-25;E9PBM5,cAMP-responsive element modulator,CREM,NA,NA,NA,NA,NA,23.47580664,23.81186227,NA,23.02216798,NA,NA,24.15761462,24.08480644,24.66660327,23.56523227,25.58144266,24.47753694,23.15540811,25.08107183
A8MPS7;A8MPS7-3;A8MPS7-2,UPF0249 protein ydjC homolog,YDJC,NA,NA,NA,NA,23.24827911,NA,NA,24.18729589,23.26956503,23.56499978,NA,22.73522959,23.58014906,22.73582868,22.67749427,22.91520979,NA,23.17856942,21.95656192
P55196;P55196-3;C9JX92;A8MQ02;J3KN01;P55196-5;P55196-2;P55196-6;Q5TIG5;P55196-1;H0Y8U8;H0Y948;H0Y8L4;H0Y7R8,Afadin,MLLT4,NA,NA,NA,NA,21.24869895,21.02431725,21.41787105,21.27150406,21.55772732,NA,23.39610615,NA,NA,NA,21.74414894,NA,NA,NA,NA
Q9BY42;A8MSH5;A2A2L5;A2A2L6,Protein RTF2 homolog,RTFDC1,26.9856573,26.26729834,26.6514365,26.54145647,25.53718142,26.61428231,25.49823153,26.08017734,26.19880471,25.66402773,26.48683257,26.88483381,25.47614669,27.21410104,26.29885226,27.70497156,27.20013396,26.23916103,27.20983216
Q8TBF5;F8WEJ3;H7C0F2;C9JF71;C9JFU3;C9JLT7;A8MSL3;Q8TBF5-2;H0Y2P9,Phosphatidylinositol-glycan biosynthesis class X protein,PIGX,NA,NA,NA,NA,NA,NA,22.23520321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q5JTW2;Q5JTW2-2;Q5JTW2-3;A8MST6;E9PHX5,Centrosomal protein of 78 kDa,CEP78,24.36713049,23.22827558,23.50445824,22.93356892,23.95562224,21.72133955,22.89877407,NA,22.95494813,23.34380814,NA,23.24809087,22.98827347,23.28234867,23.15989474,22.59721147,NA,23.29403846,23.10399208
O14972;A8MTY9;B7Z6B1;A8MY26;B7Z606;E7EWN9,Down syndrome critical region protein 3,DSCR3,26.25472243,25.83691947,25.37149085,26.09695799,26.205215,26.33461469,26.69644016,26.40462486,26.39555061,26.44584866,26.20968345,26.09962889,25.98995001,26.48035966,26.95681889,26.35464245,26.4071561,26.55841651,26.90907747
Q96BU1;E9PIY5;E9PMK1;E9PL86;E9PSA0;A8MTZ6;Q96BU1-2;E9PIZ7,S100P-binding protein,S100PBP,NA,NA,NA,NA,22.43562957,NA,NA,22.78777744,22.89515367,23.01937083,22.23648841,22.08144573,23.12974838,23.57715496,NA,23.14198861,22.6676322,NA,24.06258178
P55854;A8MUA9;B4DUW4;A8MU27,Small ubiquitin-related modifier 3,SUMO3,NA,NA,NA,25.52569906,18.78199997,19.41511867,NA,18.62081405,20.07965665,18.29746263,22.93266821,18.92453998,19.61909515,NA,NA,22.18231797,20.9507723,19.67910206,22.18981612
Q9UJC3;A8MU44;B1AK95,Protein Hook homolog 1,HOOK1,26.1806346,26.62964811,27.10219471,26.97158425,26.01697198,26.23341225,26.17636051,25.84866611,26.15389014,25.78206798,26.0258891,26.34145164,26.15963686,26.51863347,25.48489835,26.2227669,25.88648605,25.68351425,25.48790601
Q53HC9;A8MUM1;C9J0U9;D3YTH5;F8WDS8;C9JVR6;F8WDX0;F8WB12,Protein TSSC1,TSSC1,27.4376976,27.32122142,27.022422,26.81567802,27.07785721,26.57109017,26.02863151,26.77089835,26.7679977,25.29586084,26.29230155,24.87946846,26.62714488,27.46076484,26.2696542,27.80230316,27.20806523,26.51735738,27.74836025
P62750;H7BY10;K7EJV9;K7ERT8;A8MUS3;K7EMA7;K7ERR0,60S ribosomal protein L23a,RPL23A,32.69228852,32.1414788,31.98301545,32.3766869,31.12964522,31.40932684,31.39550158,31.02703153,31.45615925,31.52416576,31.33681642,31.6658548,30.98128101,29.55105495,31.66382081,29.9075598,30.65266776,31.54037781,29.29395079
Q16643;A8MV58;Q16643-2;D6R9W4;D6RFI1;F8W9Z3;D6R9Q9;D6RCR4,Drebrin,DBN1,28.86688098,29.06038779,29.16442116,28.98587441,28.37484368,28.60261421,28.71010571,28.65863813,28.41082339,28.25430795,29.02852086,28.80473581,28.64653525,29.86500843,28.55002749,29.89256961,29.29353427,28.52058295,29.48102597
Q13574;B7Z6M3;A8MVN1;J3KNJ6;Q13574-2;Q13574-4;Q13574-3;E9PPW4;E9PNL8;F5H033;O75912;H0YDN6;E7EM72;E7EWQ4;E9PNZ3;E9PFX6;H0YEG2,Diacylglycerol kinase zeta,DGKZ,27.86319254,28.44557244,28.20279813,28.58953006,28.25078907,27.98831465,28.61939912,28.093557,28.04103361,28.04682035,26.60116232,27.33943114,27.66343063,25.91312444,27.92076436,25.63389366,25.80427423,27.44260958,26.5869204
O43660;A8MW61;O43660-2;H0YA24;D6RA26;B7Z982;H0YAA2,Pleiotropic regulator 1,PLRG1,28.74749618,28.91205092,28.88463006,28.6349877,29.13819226,28.82222805,28.8981317,28.83809845,28.72640678,28.40499022,28.727738,28.8919181,28.71541806,27.43833234,28.65488821,27.53571404,28.35921664,28.87771456,27.76033976
P62308;A8MWD9;Q49AN9;F5H013;C9JVQ0,Small nuclear ribonucleoprotein G;Small nuclear ribonucleoprotein G-like protein,SNRPG,28.412278,28.96914298,28.98223351,28.57956656,27.47954272,27.93117403,28.01563283,27.80378171,27.65730973,27.93882014,27.77322726,27.88419335,27.79420593,28.30504278,27.8275376,28.39733902,27.91741051,27.8790594,28.03611491
P04733;A8MWH4,Metallothionein-1F;Metallothionein,MT1F,NA,NA,NA,NA,NA,NA,NA,NA,19.35904602,17.2182605,22.19255771,19.35773669,21.36313805,20.47040468,18.71243296,20.56420905,19.97645225,NA,19.87988533
C9JKN2;B7Z6W2;F8WDT9;A8MWT1;C9JDT9;B7Z730;Q6ICL3-2;C9J695;Q6ICL3-3;Q6ICL3;C9JC99;B7WNV6,Transport and Golgi organization protein 2 homolog,TANGO2,22.11616625,22.23733485,22.49426281,22.75627533,23.82493078,23.36666372,23.56813519,23.42815874,24.04326764,24.53629228,NA,22.99831221,23.44253049,NA,23.05609523,NA,NA,23.08511452,NA
A8MWU4;Q9UMZ2-4;Q9UMZ2-3;Q9UMZ2;Q9UMZ2-6;Q9UMZ2-5;K7ERE7;K7EP22,Synergin gamma,SYNRG,26.66478731,26.7242938,26.55543543,27.37011094,26.97015839,26.81885012,27.32748823,27.3046077,27.40770719,27.28885664,27.27177475,26.61287727,27.16844381,27.58269203,27.51389876,27.47661025,27.11028321,27.10838998,27.32096329
O94967;O94967-2;O94967-3;A8MX09;E9PKZ6;E9PR96,WD repeat-containing protein 47,WDR47,NA,NA,NA,NA,23.71009257,23.80183464,23.78636217,23.48111453,23.27284275,23.40457614,24.1054955,24.36258972,23.50166714,24.38112994,23.84239715,23.38350497,23.78356741,23.72129782,23.77625551
P18074;A8MX75;E7EVE9;P18074-2;K7EIT8;K7EKF3;K7ENL1;B4E0F6,TFIIH basal transcription factor complex helicase XPD subunit,ERCC2,25.56668446,25.38436166,25.43115937,25.64019727,25.69301342,25.9650136,25.30459029,25.851004,26.01588801,26.2680662,26.12415729,25.75513962,25.94436069,25.66551939,26.18160164,24.88161699,26.14004681,26.08626518,25.89270567
A8MXP9,,MATR3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.15038073
P53801;A8MZH8;A8MXQ1,Pituitary tumor-transforming gene 1 protein-interacting protein,PTTG1IP,NA,21.58930003,22.304827,22.04340116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A8MXV4,"Nucleoside diphosphate-linked moiety X motif 19, mitochondrial",NUDT19,27.4710376,26.75659093,26.4102654,26.49690679,25.50793954,25.80764343,26.48867227,24.89106054,25.07312398,25.53368096,24.05117375,26.24410669,24.90159391,22.30382422,26.17957201,22.17733802,23.41995504,25.319827,23.86192745
O14874;Q96G95;A8MY43;H3BTL2;H3BS02;H3BNP3,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",BCKDK,25.5132211,25.70300522,25.8865093,25.54813212,25.77690807,25.4170276,25.75875247,25.60178575,25.70501112,25.98561388,25.28535057,26.15284634,26.00834142,24.73995362,26.32513922,25.10960592,26.14258076,25.77858832,25.82439671
Q6GTX8;F8WC07;Q6GTX8-4;Q6GTX8-3;A8MZ84;Q6GTX8-2;D3YTC8;Q6ISS4;C9JMH1;C9JFQ0;C9IZB2;Q6ISS4-2,Leukocyte-associated immunoglobulin-like receptor 1,LAIR1,26.11862366,26.74752819,26.81702091,25.99183217,24.21534221,24.40171494,24.20105062,23.93274028,24.14755772,22.99906962,22.71872935,23.61851724,22.98915747,22.21314814,24.35279187,23.33919324,23.79233277,25.26674451,25.34678639
A9IYQ1,,PDS5B,22.60643594,23.74139457,22.93003489,22.77862341,22.46430942,23.00561153,NA,22.19252761,21.79233277,21.1124166,NA,NA,21.70150953,NA,21.56774074,NA,NA,NA,NA
P01892;A9R9N7;A9R9N8,"HLA class I histocompatibility antigen, A-2 alpha chain",HLA-A,30.7080016,31.39233161,31.37725596,30.34498494,32.10446482,31.87111105,31.75918915,32.15076735,31.1116642,32.42902127,32.25737995,32.71636698,31.38658749,31.07003237,31.23996449,31.16847968,32.12395386,31.5938809,31.2054807
A9UHW6;J3QLD1;J3KSU6;J3QKW3;J3KSB8;J3QRZ6;J3QLJ5;A9UHW6-2;B4DUM7;J3QLN4,MIF4G domain-containing protein,MIF4GD,NA,20.86362974,23.38824332,23.92660076,24.01197041,23.63078703,24.36819684,24.75953998,24.20583023,24.76207744,24.8117643,24.77996617,25.0899056,24.98207027,25.70186906,25.14293127,24.87229913,25.59394499,24.89017928
Q8IYB3;A9Z1X7;Q8IYB3-2;E9PCT1;M0R088;M0R1E7;M0QXG5;B4DED5,Serine/arginine repetitive matrix protein 1,SRRM1,28.69610847,28.88203698,28.97978295,28.79445384,28.31510007,28.41110634,28.50710782,28.18947493,28.52876451,28.43674496,28.59885755,28.52410036,28.40778822,26.05104925,28.28193321,25.81648391,28.25862713,28.24036264,26.69165642
O60238;B0AZS9;H0YBC7,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,BNIP3L,22.19832513,22.00720388,22.84508035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.75934695,20.44253049,22.02651399,22.99886309,NA,22.24632309
Q6ICG6;B0QY16;Q6ICG6-3;B0AZU2;Q6ICG6-2,Uncharacterized protein KIAA0930,KIAA0930,NA,NA,NA,NA,22.20054185,NA,NA,22.07913578,22.31426349,21.84103448,20.145569,NA,21.54957224,20.25833599,NA,NA,NA,20.86906363,NA
O60825;O60825-2;B0FLL2;B4DI16;B4DY91,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2;6-phosphofructo-2-kinase;Fructose-2,6-bisphosphatase",PFKFB2,NA,NA,NA,NA,NA,NA,23.123889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B0I1T2;B0I1T2-4;B0I1T2-3;F8WEW9;B0I1T2-2,Unconventional myosin-Ig;Minor histocompatibility antigen HA-2,MYO1G,31.81977908,31.86839051,32.05157959,31.74053274,30.9838649,31.51573248,31.13644534,30.79467074,30.91392049,31.01611124,29.72898692,30.38226434,30.37606586,28.91632879,31.24394105,29.09587215,31.03426606,31.98134907,30.64984456
O95503;B0QXZ6,Chromobox protein homolog 6,CBX6,24.87201725,24.35063547,24.38185606,24.13108388,25.7598701,25.58342393,25.06274645,24.57201597,25.48946875,25.35100633,24.81889887,24.94207989,24.11489628,23.64757173,23.64559423,23.50093814,NA,23.55027708,23.33647169
Q969V6;E7ER32;B0QY83,MKL/myocardin-like protein 1,MKL1,NA,NA,NA,23.16241715,23.25954329,22.82908008,23.26155322,22.69973172,23.61974893,22.7323546,NA,NA,23.00430895,24.52193106,23.29445921,23.88166366,23.16011024,24.20381576,24.09579169
Q9Y262;B0QY89;Q9Y262-2;J3KN35;B0QY90;C9JHP4;C9K0Q7;H7C3A0;H0Y7E6,Eukaryotic translation initiation factor 3 subunit L,EIF3L,30.49990475,30.58772525,30.51465134,30.68294525,30.96890961,31.03767344,30.93803491,31.14284852,31.24201094,31.47595349,30.89236695,31.22262412,31.25670534,31.0077161,31.49118466,30.52803789,31.15900401,31.14169195,31.09546978
Q9NQG6;B0QY95,Mitochondrial dynamic protein MID51,SMCR7L,NA,NA,NA,NA,NA,NA,22.91579333,NA,22.06815372,22.97980475,NA,22.17639475,NA,NA,23.11702286,NA,NA,22.22605699,NA
Q9UH17;B0QYD3;Q9UH17-3;Q9UH17-2;P31941;P31941-2,DNA dC->dU-editing enzyme APOBEC-3B,APOBEC3B,NA,NA,NA,NA,23.37105873,NA,23.8997515,22.94993568,22.54540664,23.46550562,24.36779705,24.36979487,25.22798927,23.70017638,24.83807439,22.12987412,24.42143258,23.8930993,23.03553612
Q8WUA7;B0QYI3;Q8WUA7-2;B0QYI1;Q8WUA7-3;Q9NU19;F8WDP1,TBC1 domain family member 22A,TBC1D22A,25.60992222,25.81897199,25.30983741,25.57444339,25.66305053,25.61518082,26.00808491,25.85183805,25.53492786,25.59801273,25.38301049,25.89059679,26.22747522,25.72447597,26.31032293,25.48925435,25.95630933,26.09202494,25.55397187
Q01844;Q01844-6;B0QYK0;Q01844-3;Q01844-5;Q01844-2;C9JGE3;Q01844-4;F8WC90,RNA-binding protein EWS,EWSR1,30.04648212,29.78012892,30.22366009,29.95462982,29.97773764,29.87376048,29.94614703,29.76458513,29.64667258,29.89850655,29.23178383,29.59642469,29.55966775,30.3779282,29.45871321,30.11483175,30.0123861,29.6927541,29.80328903
Q9HBI1;B0QYP8;Q9HBI1-3;Q9HBI1-2,Beta-parvin,PARVB,NA,NA,NA,NA,NA,NA,22.13502033,NA,NA,22.00065201,NA,NA,22.84714683,NA,22.69385359,NA,NA,22.07440675,NA
P41229;P41229-2;B0QZ44;P41229-4;P41229-3;Q9BY66;Q9BY66-3;Q9BY66-2;B4E1Y0;E9PFH2;H7BZF9;C9JGA3,Lysine-specific demethylase 5C;Lysine-specific demethylase 5D,KDM5C;KDM5D,NA,NA,NA,NA,24.01358984,23.38258181,23.21543109,24.36406036,24.35467607,22.99791613,24.01486705,22.89356225,23.42495972,22.93265019,23.67314342,23.40340633,25.37563925,22.77356181,23.24368188
P25440;P25440-2;B0S7P1;H0Y6K2;B0V073;B0V072;Q658Y7;E9PIQ3;H0Y799;E9PKQ9;H0YDJ7,Bromodomain-containing protein 2,BRD2;DKFZp313H139,26.86017577,27.25799806,27.72851668,26.92048043,26.86950141,27.0589955,26.77843793,26.90930642,26.72129782,26.56220702,26.08826855,27.09707859,26.60681996,26.38541534,26.67626788,26.59605141,25.64584157,26.57643429,26.42446324
Q5SQH8;Q5SQH8-2;Q5SQH8-3;Q0P5T2;B0S7Q4;F8VX15;H7C5B5;H7C5D3;H7C4U4,Uncharacterized protein C6orf136,C6orf136,NA,NA,NA,NA,23.99722704,24.15591761,25.31606742,22.97047878,23.71051303,24.18313619,NA,23.60252218,22.31691677,NA,NA,NA,NA,23.12442553,NA
P46379;P46379-2;B0UX83;P46379-3;P46379-5;P46379-4;F6S6P2;F6UR09;F6U1F2;F6XTU0;F6RG75;F6WML8;F6VEM6;F6X9W3;F6U341;H0Y710;H0Y4L1;F6TC96;H0Y7K4;H0Y759;H0Y583,Large proline-rich protein BAG6,BAG6,28.72133042,28.77931499,28.71482876,28.88951218,28.45096894,28.95390864,28.94145316,28.94912865,28.95193742,29.0457794,28.72471665,29.42045307,29.09481569,30.16314978,29.25403757,30.07201493,29.46092103,29.19533071,29.70716239
O95870;B0UXB6;O95870-2;B3KNX9;F2Z3G6;F2Z3H2,Abhydrolase domain-containing protein 16A,ABHD16A,26.66180093,26.42417488,26.76875495,26.71384607,25.25914816,25.01009301,23.60444645,25.15313636,25.25472243,25.9107022,24.39303165,24.65310529,25.22376134,25.00071218,25.65455365,NA,24.4474576,25.63048155,NA
Q29963;B0UY14;B0UY12;B0UY15;F8W9Z8,"HLA class I histocompatibility antigen, Cw-6 alpha chain",HLA-C,24.71366256,24.1052557,NA,NA,NA,27.05050964,24.22147679,NA,27.24436079,25.90359486,25.42572813,21.52406149,25.65392529,23.82716203,25.27965932,24.05349573,24.86240051,26.23388762,23.35070291
