biosequence_name,biosequence_accession,biosequence_gene_name,is_covering,pct_coverage,presence_level,probability,confidence,n_observations,norm_PSMs_per_100K,n_distinct_peptides,n_distinct_synpeptides,chromosome,genetic_locus,start_in_chromosome,end_in_chromosome,strand,relationship_phrase,reference_biosequence,represented_by_biosequence_id,group_number,seq_unique_prots_in_group,protein_group_seq_align_link,is_keratin,is_immunoglobulin,biosequence_description,organism_full_name,gene
P61457,P61457,NA,C,NA,canonical,1,0,98,0.318,9,NA,NA,NA,NA,NA,NA,NA,NA,P61457,1992,27,NA,NA,NA,nP20K \PName=Pterin-4-alpha-carbinolamine dehydratase isoform Iso 1 \GName=PCBD1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=104 \SV=2 \EV=172 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(9|MOD:00046|O-phospho-L-serine)(41|MOD:00134|N6-glycyl-L-lys,Homo sapiens,PCBD1
P25815,P25815,NA,C,NA,canonical,1,0,199,1.129,9,NA,NA,NA,NA,NA,NA,NA,NA,P25815,1468,9,NA,NA,NA,nP20K \PName=Protein S100-P isoform Iso 1 \GName=S100P \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=95 \SV=2 \EV=191 \PE=1 \ModResPsi=(18|MOD:00048|O4'-phospho-L-tyrosine)(24|MOD:00046|O-phospho-L-serine) \VariantSimple=(2|K)(2|M)(2|R)(3|K)(4|I)(4|P)(4|V,Homo sapiens,S100P
Q08209,Q08209,NA,C,NA,canonical,1,0,44,0.04,9,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Protein phosphatase 3 catalytic subunit alpha isoform Iso 1 \GName=PPP3CA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=521 \SV=1 \EV=226 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(32|MOD:00134|N6-glycyl-L-lysine)(142|MOD:00134|N6-glycy,Homo sapiens,PPP3CA
Q9BS40,Q9BS40,NA,C,NA,canonical,1,0,268,0.761,9,NA,NA,NA,NA,NA,NA,NA,NA,Q9BS40,3540,2,NA,NA,NA,nP20K \PName=Latexin isoform Iso 1 \GName=LXN \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=222 \SV=2 \EV=163 \PE=1 \ModResPsi=(41|MOD:00046|O-phospho-L-serine)(55|MOD:00064|N6-acetyl-L-lysine) \VariantSimple=(3|T)(6|P)(8|S)(9|L)(10|G)(10|V)(11|T)(13|E)(1,Homo sapiens,LXN
Q9UKR3,Q9UKR3,NA,C,NA,canonical,1,0,878,1.424,9,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Kallikrein-13 isoform Iso 1 \GName=KLK13 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=277 \SV=1 \EV=180 \PE=1 \ModResPsi=(42|MOD:00798|half cystine)(178|MOD:00798|half cystine)(61|MOD:00798|half cystine)(77|MOD:00798|half cystine)(157|MOD:00,Homo sapiens,KLK13
P38570,P38570,NA,C,NA,canonical,1,0,24,0.01,9,NA,NA,NA,NA,NA,NA,NA,NA,P38570,1637,15,NA,NA,NA,nP20K \PName=Integrin alpha-E isoform Iso 1 \GName=ITGAE \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1179 \SV=3 \EV=196 \PE=1 \ModResPsi=(70|MOD:00798|half cystine)(79|MOD:00798|half cystine)(126|MOD:00798|half cystine)(159|MOD:00798|half cystine)(706|M,Homo sapiens,ITGAE
O60760,O60760,NA,C,NA,canonical,1,0,35,0.088,9,NA,NA,NA,NA,NA,NA,NA,NA,O60760,748,4,NA,NA,NA,nP20K \PName=Hematopoietic prostaglandin D synthase isoform Iso 1 \GName=HPGDS \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=199 \SV=3 \EV=196 \PE=1 \VariantSimple=(2|R)(4|C)(5|N)(6|R)(7|I)(11|I)(11|T)(12|W)(13|R)(14|I)(14|T)(15|S)(15|T)(16|K)(17|V)(18|V),Homo sapiens,HPGDS
Q75N90,Q75N90,NA,C,NA,canonical,1,0,725,0.121,9,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Fibrillin-3 isoform Iso 1 \GName=FBN3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=2809 \SV=3 \EV=167 \PE=1 \ModResPsi=(151|MOD:00798|half cystine)(161|MOD:00798|half cystine)(155|MOD:00798|half cystine)(167|MOD:00798|half cystine)(169|MOD:0,Homo sapiens,FBN3
P51452,P51452,NA,C,NA,canonical,1,0,253,0.574,9,NA,NA,NA,NA,NA,NA,NA,NA,P51452,1820,20,NA,NA,NA,nP20K \PName=Dual specificity protein phosphatase 3 isoform Iso 1 \GName=DUSP3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=185 \SV=1 \EV=199 \PE=1 \ModResPsi=(38|MOD:00048|O4'-phospho-L-tyrosine)(53|MOD:00134|N6-glycyl-L-lysine)(67|MOD:00046|O-phospho-L,Homo sapiens,DUSP3
Q03692,Q03692,NA,C,NA,canonical,1,0,30,0.019,9,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Collagen alpha-1(X) chain isoform Iso 1 \GName=COL10A1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=680 \SV=2 \EV=209 \PE=1 \VariantSimple=(2|M)(3|A)(3|S)(4|R)(7|L)(7|V)(8|W)(14|T)(15|M)(15|V)(16|A)(18|A)(18|E)(18|R)(18|V)(19|A)(19|E)(19|M)(,Homo sapiens,COL10A1
Q6UXG3,Q6UXG3,NA,C,NA,canonical,1,0,224,0.424,9,NA,NA,NA,NA,NA,NA,NA,NA,Q6UXG3,2778,12,NA,NA,NA,nP20K \PName=CMRF35-like molecule 9 isoform Iso 1 \GName=CD300LG \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=332 \SV=2 \EV=147 \PE=1 \ModResPsi=(37|MOD:00798|half cystine)(107|MOD:00798|half cystine) \ModRes=(96||N-linked (GlcNAc...) asparagine)(137||O-,Homo sapiens,CD300LG
Q16143,Q16143,NA,C,NA,canonical,1,0,372,1.408,9,NA,NA,NA,NA,NA,NA,NA,NA,P37840,1635,31,NA,NA,NA,nP20K \PName=Beta-synuclein isoform Iso 1 \GName=SNCB \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=134 \SV=1 \EV=190 \PE=1 \ModResPsi=(64|MOD:00046|O-phospho-L-serine)(118|MOD:00046|O-phospho-L-serine) \VariantSimple=(2|E)(2|N)(3|M)(6|E)(10|V)(11|S)(13|A,Homo sapiens,SNCB
Q8N6G6,Q8N6G6,NA,C,NA,canonical,1,0,3930,1.037,9,NA,NA,NA,NA,NA,NA,NA,NA,Q9UHG3,4043,133,NA,NA,NA,nP20K \PName=ADAMTS-like protein 1 isoform Iso 3 \GName=ADAMTSL1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1762 \SV=4 \EV=168 \PE=1 \ModResPsi=(45|MOD:00798|half cystine)(76|MOD:00798|half cystine)(49|MOD:00798|half cystine)(81|MOD:00798|half cystine),Homo sapiens,ADAMTSL1
P46783,P46783,NA,C,NA,canonical,1,0,32,0.073,9,NA,NA,NA,NA,NA,NA,NA,NA,O95989,955,20,NA,NA,NA,nP20K \PName=40S ribosomal protein S10 isoform Iso 1 \GName=RPS10 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=165 \SV=1 \EV=210 \PE=1 \ModResPsi=(12|MOD:00048|O4'-phospho-L-tyrosine)(59|MOD:00134|N6-glycyl-L-lysine)(107|MOD:00134|N6-glycyl-L-lysine)(119,Homo sapiens,RPS10
P63316,P63316,NA,C,NA,canonical,1,0,85,0.276,10,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,"nP20K \PName=Troponin C, slow skeletal and cardiac muscles isoform Iso 1 \GName=TNNC1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=161 \SV=1 \EV=165 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(98|MOD:00046|O-phospho-L-serine) \VariantSimple=(2|G",Homo sapiens,TNNC1
P28289,P28289,NA,C,NA,canonical,1,0,45,0.054,10,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Tropomodulin-1 isoform Iso 1 \GName=TMOD1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=359 \SV=1 \EV=180 \PE=1 \ModResPsi=(23|MOD:00047|O-phospho-L-threonine)(348|MOD:00047|O-phospho-L-threonine) \VariantSimple=(2|L)(5|L)(5|Q)(6|K)(8|Q)(9|E),Homo sapiens,TMOD1
O60235,O60235,NA,C,NA,canonical,1,0,995,1.412,10,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Transmembrane protease serine 11D isoform Iso 1 \GName=TMPRSS11D \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=418 \SV=1 \EV=177 \PE=1 \ModResPsi=(173|MOD:00798|half cystine)(292|MOD:00798|half cystine)(212|MOD:00798|half cystine)(228|MOD:007,Homo sapiens,TMPRSS11D
P16298,P16298,NA,C,NA,canonical,1,0,42,0.035,10,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform isoform Iso 1 \GName=PPP3CB \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=524 \SV=2 \EV=182 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(436|MOD:00047|O-phospho-L-thr,Homo sapiens,PPP3CB
P61018,P61018,NA,C,NA,canonical,1,0,360,0.584,10,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Ras-related protein Rab-4B isoform Iso 1 \GName=RAB4B \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=213 \SV=1 \EV=164 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(67|MOD:01775|5-glutamyl serotonin)(185|MOD:00046|O-phospho-L-serine)(193|M,Homo sapiens,RAB4B
Q9Y5E8,Q9Y5E8,NA,C,NA,canonical,1,0,641,0.416,10,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Protocadherin beta-15 isoform Iso 1 \GName=PCDHB15 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=787 \SV=1 \EV=177 \PE=1 \ModRes=(418||N-linked (GlcNAc...) asparagine)(567||N-linked (GlcNAc...) asparagine) \VariantSimple=(3|S)(4|V)(5|A)(6|Q)(,Homo sapiens,PCDHB15
Q9UMS4,Q9UMS4,NA,C,NA,canonical,1,0,21,0.022,10,NA,NA,NA,NA,NA,NA,NA,NA,Q9UMS4,4110,5,NA,NA,NA,nP20K \PName=Pre-mRNA-processing factor 19 isoform Iso 1 \GName=PRPF19 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=504 \SV=1 \EV=198 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(8|MOD:00046|O-phospho-L-serine)(122|MOD:00064|N6-acetyl-L-lysine)(179|M,Homo sapiens,PRPF19
O60256,O60256,NA,C,NA,canonical,1,0,46,0.045,10,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Phosphoribosyl pyrophosphate synthase-associated protein 2 isoform Iso 1 \GName=PRPSAP2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=369 \SV=1 \EV=172 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(5|MOD:00047|O-phospho-L-threonine)(18,Homo sapiens,PRPSAP2
Q15274,Q15274,NA,C,NA,canonical,1,0,113,0.183,10,NA,NA,NA,NA,NA,NA,NA,NA,Q15274,2445,7,NA,NA,NA,nP20K \PName=Nicotinate-nucleotide pyrophosphorylase [carboxylating] isoform Iso 1 \GName=QPRT \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=297 \SV=3 \EV=194 \PE=1 \ModResPsi=(183|MOD:00134|N6-glycyl-L-lysine)(288|MOD:00134|N6-glycyl-L-lysine) \VariantSi,Homo sapiens,QPRT
Q9Y337,Q9Y337,NA,C,NA,canonical,1,0,480,0.838,10,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Kallikrein-5 isoform Iso 1 \GName=KLK5 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=293 \SV=3 \EV=189 \PE=1 \ModResPsi=(73|MOD:00798|half cystine)(206|MOD:00798|half cystine)(93|MOD:00798|half cystine)(109|MOD:00798|half cystine)(178|MOD:007,Homo sapiens,KLK5
Q9UBX7,Q9UBX7,NA,C,NA,canonical,1,0,2007,2.848,10,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Kallikrein-11 isoform Iso 2 \GName=KLK11 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=282 \SV=2 \EV=191 \PE=1 \ModResPsi=(60|MOD:00798|half cystine)(195|MOD:00798|half cystine)(79|MOD:00798|half cystine)(95|MOD:00798|half cystine)(167|MOD:00,Homo sapiens,KLK11
P08217,P08217,NA,C,NA,canonical,1,0,605,0.981,10,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Chymotrypsin-like elastase family member 2A isoform Iso 1 \GName=CELA2A \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=269 \SV=1 \EV=185 \PE=1 \ModResPsi=(58|MOD:00798|half cystine)(74|MOD:00798|half cystine)(155|MOD:00798|half cystine)(222|MO,Homo sapiens,CELA2A
Q16352,Q16352,NA,C,NA,canonical,1,0,145,0.1,10,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Alpha-internexin isoform Iso 1 \GName=INA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=499 \SV=2 \EV=194 \PE=1 \ModResPsi=(72|MOD:00046|O-phospho-L-serine)(78|MOD:00046|O-phospho-L-serine)(219|MOD:00046|O-phospho-L-serine)(290|MOD:00064|N6-a,Homo sapiens,INA
Q92614,Q92614,NA,C,NA,canonical,1,0,6061,1.323,11,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Unconventional myosin-XVIIIa isoform Iso 1 \GName=MYO18A \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=2054 \SV=3 \EV=214 \PE=1 \ModResPsi=(35|MOD:00046|O-phospho-L-serine)(52|MOD:00046|O-phospho-L-serine)(72|MOD:00046|O-phospho-L-serine)(74|,Homo sapiens,MYO18A
P09936,P09936,NA,C,NA,canonical,1,0,83,0.171,11,NA,NA,NA,NA,NA,NA,NA,NA,P09936,1169,12,NA,NA,NA,nP20K \PName=Ubiquitin carboxyl-terminal hydrolase isozyme L1 isoform Iso 1 \GName=UCHL1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=223 \SV=2 \EV=233 \PE=1 \ModResPsi=(4|MOD:00134|N6-glycyl-L-lysine)(15|MOD:00134|N6-glycyl-L-lysine)(78|MOD:00134|N6-gly,Homo sapiens,UCHL1
Q9Y2Y8,Q9Y2Y8,NA,C,NA,canonical,1,0,94,0.237,11,NA,NA,NA,NA,NA,NA,NA,NA,Q9Y2Y8,4184,1,NA,NA,NA,nP20K \PName=Proteoglycan 3 isoform Iso 1 \GName=PRG3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=225 \SV=2 \EV=161 \PE=1 \ModResPsi=(128|MOD:00798|half cystine)(223|MOD:00798|half cystine)(200|MOD:00798|half cystine)(215|MOD:00798|half cystine) \Varian,Homo sapiens,PRG3
Q15185,Q15185,NA,C,NA,canonical,1,0,227,0.515,11,NA,NA,NA,NA,NA,NA,NA,NA,Q15185,2438,12,NA,NA,NA,nP20K \PName=Prostaglandin E synthase 3 isoform Iso 1 \GName=PTGES3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=160 \SV=1 \EV=210 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(7|MOD:00134|N6-glycyl-L-lysine)(7|MOD:00064|N6-acetyl-L-lysine)(33|MOD,Homo sapiens,PTGES3
P13674,P13674,NA,C,NA,canonical,1,0,53,0.041,11,NA,NA,NA,NA,NA,NA,NA,NA,P13674,1255,4,NA,NA,NA,nP20K \PName=Prolyl 4-hydroxylase subunit alpha-1 isoform Iso 1 \GName=P4HA1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=534 \SV=2 \EV=227 \PE=1 \ModResPsi=(23|MOD:00047|O-phospho-L-threonine)(24|MOD:00046|O-phospho-L-serine)(132|MOD:00134|N6-glycyl-L-l,Homo sapiens,P4HA1
P41159,P41159,NA,C,NA,canonical,1,0,882,2.503,11,NA,NA,NA,NA,NA,NA,NA,NA,P41159,1657,4,NA,NA,NA,nP20K \PName=Leptin isoform Iso 1 \GName=LEP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=167 \SV=1 \EV=204 \PE=1 \ModResPsi=(117|MOD:00798|half cystine)(167|MOD:00798|half cystine) \VariantSimple=(6|M)(6|Q)(7|*)(8|R)(9|L)(10|F)(10|M)(11|*)(12|I)(14|L)(1,Homo sapiens,LEP
P35900,P35900,NA,C,NA,canonical,1,0,4455,3.612,11,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,"nP20K \PName=Keratin, type I cytoskeletal 20 isoform Iso 1 \GName=KRT20 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=424 \SV=1 \EV=190 \PE=1 \ModResPsi=(11|MOD:00046|O-phospho-L-serine)(13|MOD:00046|O-phospho-L-serine)(14|MOD:00046|O-phospho-L-serine)(15",Homo sapiens,KRT20
P49915,P49915,NA,C,NA,canonical,1,0,22,0.013,11,NA,NA,NA,NA,NA,NA,NA,NA,P49915,1795,7,NA,NA,NA,nP20K \PName=GMP synthase [glutamine-hydrolyzing] isoform Iso 1 \GName=GMPS \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=693 \SV=1 \EV=213 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(8|MOD:00046|O-phospho-L-serine)(9|MOD:00064|N6-acetyl-L-lysine)(6,Homo sapiens,GMPS
P08218,P08218,NA,C,NA,canonical,1,0,1929,3.649,11,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Chymotrypsin-like elastase family member 2B isoform Iso 1 \GName=CELA2B \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=269 \SV=2 \EV=183 \PE=1 \ModResPsi=(58|MOD:00798|half cystine)(74|MOD:00798|half cystine)(155|MOD:00798|half cystine)(222|MO,Homo sapiens,CELA2B
Q9NVD7,Q9NVD7,NA,C,NA,canonical,1,0,754,0.901,11,NA,NA,NA,NA,NA,NA,NA,NA,Q9HBI1,3771,27,NA,NA,NA,nP20K \PName=Alpha-parvin isoform Iso 1 \GName=PARVA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=372 \SV=1 \EV=191 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(8|MOD:00046|O-phospho-L-serine)(10|MOD:00046|O-phospho-L-serine)(14|MOD:00046|O-phospho-,Homo sapiens,PARVA
Q8TCD5,Q8TCD5,NA,C,NA,canonical,1,0,123,0.254,11,NA,NA,NA,NA,NA,NA,NA,NA,Q8TCD5,3129,31,NA,NA,NA,"nP20K \PName=5'(3')-deoxyribonucleotidase, cytosolic type isoform Iso 1 \GName=NT5C \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=201 \SV=2 \EV=169 \PE=1 \ModResPsi=(100|MOD:00046|O-phospho-L-serine)(146|MOD:00064|N6-acetyl-L-lysine)(182|MOD:00046|O-phosp",Homo sapiens,NT5C
O60844,O60844,NA,C,NA,canonical,1,0,233,0.588,12,NA,NA,NA,NA,NA,NA,NA,NA,O60844,754,2,NA,NA,NA,nP20K \PName=Zymogen granule membrane protein 16 isoform Iso 1 \GName=ZG16 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=167 \SV=3 \EV=150 \PE=1 \ModResPsi=(39|MOD:00046|O-phospho-L-serine) \VariantSimple=(4|I)(5|G)(5|T)(8|V)(9|R)(13|L)(18|D)(19|V)(20|R)(,Homo sapiens,ZG16
P51148,P51148,NA,C,NA,canonical,1,0,134,0.277,12,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Ras-related protein Rab-5C isoform Iso 1 \GName=RAB5C \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=216 \SV=2 \EV=210 \PE=1 \ModResPsi=(85|MOD:00046|O-phospho-L-serine)(124|MOD:00046|O-phospho-L-serine)(135|MOD:00134|N6-glycyl-L-lysine)(213|M,Homo sapiens,RAB5C
O60245,O60245,NA,C,NA,canonical,1,0,551,0.255,12,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Protocadherin-7 isoform A \GName=PCDH7 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1069 \SV=2 \EV=185 \PE=1 \ModResPsi=(924|MOD:00047|O-phospho-L-threonine)(972|MOD:00046|O-phospho-L-serine)(974|MOD:00046|O-phospho-L-serine)(982|MOD:00046|O,Homo sapiens,PCDH7
P28072,P28072,NA,C,NA,canonical,1,0,470,0.821,12,NA,NA,NA,NA,NA,NA,NA,NA,P28072,1500,14,NA,NA,NA,nP20K \PName=Proteasome subunit beta type-6 isoform Iso 1 \GName=PSMB6 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=239 \SV=4 \EV=225 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(65|MOD:00047|O-phospho-L-threonine)(67|MOD:00134|N6-glycyl-L-lysine)(6,Homo sapiens,PSMB6
Q96SM3,Q96SM3,NA,C,NA,canonical,1,0,219,0.155,12,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Probable carboxypeptidase X1 isoform Iso 1 \GName=CPXM1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=734 \SV=2 \EV=167 \PE=1 \ModResPsi=(115|MOD:00798|half cystine)(274|MOD:00798|half cystine) \ModRes=(57||N-linked (GlcNAc...) asparagine)(21,Homo sapiens,CPXM1
P48739,P48739,NA,C,NA,canonical,1,0,84,0.106,12,NA,NA,NA,NA,NA,NA,NA,NA,P48739,1750,29,NA,NA,NA,nP20K \PName=Phosphatidylinositol transfer protein beta isoform isoform Iso 1 \GName=PITPNB \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=271 \SV=2 \EV=183 \PE=1 \ModResPsi=(5|MOD:00134|N6-glycyl-L-lysine)(44|MOD:00064|N6-acetyl-L-lysine)(86|MOD:00134|N6-,Homo sapiens,PITPNB
P61970,P61970,NA,C,NA,canonical,1,0,375,1.216,12,NA,NA,NA,NA,NA,NA,NA,NA,P61970,2008,9,NA,NA,NA,nP20K \PName=Nuclear transport factor 2 isoform Iso 1 \GName=NUTF2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=127 \SV=1 \EV=164 \PE=1 \ModResPsi=(4|MOD:00064|N6-acetyl-L-lysine)(55|MOD:00134|N6-glycyl-L-lysine)(79|MOD:00046|O-phospho-L-serine) \Variant,Homo sapiens,NUTF2
Q8NBF2,Q8NBF2,NA,C,NA,canonical,1,0,85,0.058,12,NA,NA,NA,NA,NA,NA,NA,NA,Q8NBF2,3059,6,NA,NA,NA,nP20K \PName=NHL repeat-containing protein 2 isoform Iso 1 \GName=NHLRC2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=726 \SV=1 \EV=172 \PE=1 \ModResPsi=(10|MOD:00046|O-phospho-L-serine)(12|MOD:00046|O-phospho-L-serine)(19|MOD:00047|O-phospho-L-threonine,Homo sapiens,NHLRC2
P30990,P30990,NA,C,NA,canonical,1,0,120,0.389,12,NA,NA,NA,NA,NA,NA,NA,NA,P30990,1554,4,NA,NA,NA,nP20K \PName=Neurotensin/neuromedin N isoform Iso 1 \GName=NTS \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=170 \SV=2 \EV=167 \PE=1 \ModResPsi=(26|MOD:00046|O-phospho-L-serine)(151|MOD:00040|2-pyrrolidone-5-carboxylic acid (Gln)) \VariantSimple=(4|A)(4|R,Homo sapiens,NTS
Q96MU8,Q96MU8,NA,C,NA,canonical,1,0,162,0.16,12,NA,NA,NA,NA,NA,NA,NA,NA,Q96MU8,3405,8,NA,NA,NA,nP20K \PName=Kremen protein 1 isoform Iso 1 \GName=KREMEN1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=473 \SV=3 \EV=181 \PE=1 \ModResPsi=(32|MOD:00798|half cystine)(114|MOD:00798|half cystine)(55|MOD:00798|half cystine)(95|MOD:00798|half cystine)(84|MO,Homo sapiens,KREMEN1
P01920,P01920,NA,C,NA,canonical,1,0,38,0.066,12,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,"nP20K \PName=HLA class II histocompatibility antigen, DQ beta 1 chain isoform Iso 1 \GName=HLA-DQB1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=261 \SV=2 \EV=199 \PE=1 \ModResPsi=(47|MOD:00798|half cystine)(111|MOD:00798|half cystine)(149|MOD:00798|half",Homo sapiens,HLA-DQB1
Q07507,Q07507,NA,C,NA,canonical,1,0,466,1.175,12,NA,NA,NA,NA,NA,NA,NA,NA,Q07507,2191,1,NA,NA,NA,nP20K \PName=Dermatopontin isoform Iso 1 \GName=DPT \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=201 \SV=2 \EV=165 \PE=1 \ModResPsi=(19|MOD:00040|2-pyrrolidone-5-carboxylic acid (Gln))(23|MOD:00048|O4'-phospho-L-tyrosine)(23|MOD:00181|O4'-sulfo-L-tyrosin,Homo sapiens,DPT
P16562,P16562,NA,C,NA,canonical,1,0,419,0.793,12,NA,NA,NA,NA,NA,NA,NA,NA,P54108,1885,21,NA,NA,NA,nP20K \PName=Cysteine-rich secretory protein 2 isoform Iso 1 \GName=CRISP2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=243 \SV=1 \EV=179 \PE=1 \ModResPsi=(189|MOD:00798|half cystine)(196|MOD:00798|half cystine)(192|MOD:00798|half cystine)(201|MOD:00798|,Homo sapiens,CRISP2
O15247,O15247,NA,C,NA,canonical,1,0,28,0.045,12,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Chloride intracellular channel protein 2 isoform Iso 1 \GName=CLIC2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=247 \SV=3 \EV=187 \PE=1 \ModResPsi=(30|MOD:00798|half cystine)(33|MOD:00798|half cystine)(99|MOD:00048|O4'-phospho-L-tyrosine)(1,Homo sapiens,CLIC2
Q13554,Q13554,NA,C,NA,canonical,1,0,92,0.061,12,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Calcium/calmodulin-dependent protein kinase type II subunit beta isoform Iso 4 \GName=CAMK2B \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=666 \SV=3 \EV=220 \PE=1 \ModResPsi=(17|MOD:00048|O4'-phospho-L-tyrosine)(287|MOD:00047|O-phospho-L-thre,Homo sapiens,CAMK2B
